Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,FirstName,LastName,ADEmail,Phone number
1836,65,Male,Scarf,Accessories,75,Kentucky,M,Lavender,Fall,3.2,No,Cash,2-Day Shipping,No,No,45,Credit Card,Quarterly,Shane,Harper,shane.harper@gmail.com,+1934-997-6156
1837,66,Male,Pants,Clothing,52,South Carolina,M,Teal,Fall,4.2,No,Cash,2-Day Shipping,No,No,35,Credit Card,Monthly,Kali,Yates,kali.yates@gmail.com,+1339-875-8392
1838,41,Male,Hat,Accessories,77,Montana,M,Beige,Winter,4.8,No,PayPal,Free Shipping,No,No,8,Venmo,Monthly,Piper,Guzman,piper.guzman@gmail.com,+1912-554-1742
1839,37,Male,Gloves,Accessories,24,Vermont,L,Blue,Fall,4.1,No,Credit Card,Next Day Air,No,No,11,Credit Card,Quarterly,Halle,Pena,halle.pena@gmail.com,+1395-062-2590
1840,32,Male,Shirt,Clothing,78,Mississippi,XL,Purple,Winter,3.7,No,Venmo,Store Pickup,No,No,32,Cash,Annually,Jameson,Eaton,jameson.eaton@gmail.com,+1673-127-3760
1841,42,Male,Sandals,Footwear,98,Wyoming,M,Gold,Winter,2.6,No,Cash,Store Pickup,No,No,46,Bank Transfer,Every 3 Months,Antony,Brandt,antony.brandt@gmail.com,+1190-350-8484
1842,31,Male,Socks,Clothing,57,Vermont,L,Blue,Winter,3,No,Debit Card,Standard,No,No,7,PayPal,Every 3 Months,Armani,Rogers,armani.rogers@gmail.com,+1882-640-1895
1843,61,Male,Handbag,Accessories,78,Alabama,M,Black,Summer,4.4,No,Bank Transfer,Express,No,No,1,Debit Card,Annually,Jacoby,Lyons,jacoby.lyons@gmail.com,+1432-328-0730
1844,36,Male,Jacket,Outerwear,76,Kentucky,M,Charcoal,Fall,4.7,No,Bank Transfer,Next Day Air,No,No,32,Credit Card,Monthly,Dylan,Livingston,dylan.livingston@gmail.com,+1600-920-2581
1845,60,Male,Shorts,Clothing,26,South Dakota,M,Purple,Spring,2.7,No,Venmo,2-Day Shipping,No,No,31,Credit Card,Annually,Raelynn,Compton,raelynn.compton@gmail.com,+1161-193-7528
1846,51,Male,Sandals,Footwear,78,Delaware,M,Orange,Winter,2.8,No,Debit Card,2-Day Shipping,No,No,39,Bank Transfer,Quarterly,Darryl,Richmond,darryl.richmond@gmail.com,+1834-395-8115
1847,68,Male,Scarf,Accessories,53,Wisconsin,M,Yellow,Summer,2.9,No,Debit Card,Standard,No,No,9,Venmo,Quarterly,Ana,Stafford,ana.stafford@gmail.com,+1848-997-0655
1848,46,Male,Sandals,Footwear,100,Arizona,XL,Cyan,Summer,4.4,No,Debit Card,Free Shipping,No,No,49,Credit Card,Weekly,Carlos,Mccoy,carlos.mccoy@gmail.com,+1121-346-3126
1849,19,Male,Jeans,Clothing,73,Maine,XL,Yellow,Winter,2.7,No,Credit Card,Express,No,No,34,Cash,Every 3 Months,Michael,Albert,michael.albert@gmail.com,+1374-076-2035
1850,30,Male,Skirt,Clothing,40,New Mexico,M,Maroon,Winter,4.5,No,Credit Card,Store Pickup,No,No,35,Bank Transfer,Monthly,Courtney E,Wallace,courtney e.wallace@gmail.com,+1423-955-5601
1851,51,Male,Gloves,Accessories,76,Wyoming,S,Black,Winter,2.8,No,Credit Card,Store Pickup,No,No,50,Debit Card,Weekly,Amy,Dunn,amy.dunn@gmail.com,+1347-863-5188
1852,28,Male,Skirt,Clothing,80,Delaware,S,Lavender,Fall,3.1,No,Venmo,Free Shipping,No,No,4,Bank Transfer,Fortnightly,Kissy,Sullivan,kissy.sullivan@gmail.com,+1138-886-3284
1853,41,Male,Sweater,Clothing,80,Pennsylvania,XL,Violet,Winter,3.8,No,Cash,Store Pickup,No,No,32,Cash,Weekly,Walter,Immediato,walter.immediato@gmail.com,+1415-948-1585
1854,29,Male,Blouse,Clothing,67,North Dakota,XL,Olive,Spring,2.9,No,Bank Transfer,Express,No,No,11,PayPal,Fortnightly,Ebonee,Peterson,ebonee.peterson@gmail.com,+1910-788-2013
1855,25,Male,Sweater,Clothing,61,Kentucky,M,Teal,Spring,3.8,No,Credit Card,Express,No,No,49,Credit Card,Annually,Elijiah,Gray,elijiah.gray@gmail.com,+1660-679-9434
1856,60,Male,Shirt,Clothing,76,Rhode Island,XL,Teal,Spring,4.7,No,Bank Transfer,Standard,No,No,9,Cash,Annually,Charles,Bozzi,charles.bozzi@gmail.com,+1633-679-9137
1857,63,Male,Jewelry,Accessories,55,Arizona,XL,Beige,Summer,3.2,No,Venmo,Free Shipping,No,No,30,PayPal,Bi-Weekly,Sean,Quinn,sean.quinn@gmail.com,+1662-445-1311
1858,51,Male,T-shirt,Clothing,85,Colorado,L,Maroon,Summer,4,No,Cash,Next Day Air,No,No,33,Cash,Monthly,Jennifer,Zamora,jennifer.zamora@gmail.com,+1421-195-4107
1859,22,Male,Scarf,Accessories,69,Maine,S,Peach,Spring,4.9,No,Venmo,2-Day Shipping,No,No,8,Debit Card,Annually,Webster L,Butler,webster l.butler@gmail.com,+1859-202-4849
1860,54,Male,Belt,Accessories,26,New Jersey,L,Beige,Summer,3.7,No,Credit Card,Store Pickup,No,No,29,Debit Card,Fortnightly,Brannon,Miller,brannon.miller@gmail.com,+1196-831-4775
1861,18,Male,T-shirt,Clothing,64,Kansas,M,Silver,Summer,4.8,No,Credit Card,Next Day Air,No,No,4,Credit Card,Monthly,Ketsia,Liebig,ketsia.liebig@gmail.com,+1146-521-6678
1862,29,Male,Sneakers,Footwear,60,South Dakota,S,Peach,Fall,3.6,No,Bank Transfer,Standard,No,No,19,Debit Card,Monthly,Kelley,Spirea,kelley.spirea@gmail.com,+1285-228-3524
1863,59,Male,Gloves,Accessories,36,New Hampshire,M,Turquoise,Winter,4.6,No,Debit Card,Express,No,No,10,PayPal,Fortnightly,Brandon R,LeBlanc,brandon r.leblanc@gmail.com,+1582-957-0514
1864,25,Male,Sandals,Footwear,21,Connecticut,L,Orange,Spring,4.3,No,Venmo,2-Day Shipping,No,No,39,Debit Card,Monthly,Debra,Houlihan,debra.houlihan@gmail.com,+1634-894-1123
1865,19,Male,Backpack,Accessories,72,Wyoming,S,Cyan,Fall,3.2,No,Bank Transfer,2-Day Shipping,No,No,21,Venmo,Quarterly,Elisa,Bramante,elisa.bramante@gmail.com,+1831-771-4795
1866,56,Male,Pants,Clothing,62,Missouri,S,Silver,Summer,3.8,No,Venmo,Store Pickup,No,No,12,Bank Transfer,Monthly,Jonathan,Hogland,jonathan.hogland@gmail.com,+1961-266-8761
1867,31,Male,T-shirt,Clothing,44,Alaska,XL,Gold,Winter,4.2,No,Debit Card,Standard,No,No,9,Credit Card,Fortnightly,David,Stanley,david.stanley@gmail.com,+1938-631-8604
1868,45,Male,Skirt,Clothing,52,Delaware,M,Brown,Fall,3.4,No,Debit Card,2-Day Shipping,No,No,20,Venmo,Quarterly,Ariana,Strickland,ariana.strickland@gmail.com,+1637-583-5956
1869,23,Male,Gloves,Accessories,58,Indiana,M,Silver,Spring,4.7,No,Bank Transfer,Next Day Air,No,No,44,Cash,Fortnightly,Everett,Jordan,everett.jordan@gmail.com,+1206-603-0762
1870,18,Male,Blouse,Clothing,77,West Virginia,S,Beige,Spring,3.9,No,PayPal,2-Day Shipping,No,No,16,Debit Card,Every 3 Months,Ronnie,Middleton,ronnie.middleton@gmail.com,+1674-403-4232
1871,43,Male,Blouse,Clothing,99,Wyoming,L,Violet,Spring,4.3,No,Debit Card,Store Pickup,No,No,27,Debit Card,Fortnightly,Deandre,Richard,deandre.richard@gmail.com,+1754-482-7441
1872,56,Male,Jeans,Clothing,96,Illinois,XL,Violet,Fall,2.7,No,Bank Transfer,Standard,No,No,14,Cash,Every 3 Months,Terry,Gay,terry.gay@gmail.com,+1289-013-1312
1873,43,Male,T-shirt,Clothing,64,Alaska,M,Lavender,Summer,4.6,No,Credit Card,Standard,No,No,24,Credit Card,Monthly,Emiliano,Rich,emiliano.rich@gmail.com,+1192-975-5146
1874,64,Male,Sweater,Clothing,44,Wisconsin,XL,Red,Fall,2.9,No,Credit Card,Express,No,No,49,Bank Transfer,Weekly,Wesley,Nguyen,wesley.nguyen@gmail.com,+1187-572-7163
1875,67,Male,Pants,Clothing,33,Indiana,L,Purple,Fall,3.6,No,Cash,Free Shipping,No,No,14,Cash,Weekly,Lauren,Keith,lauren.keith@gmail.com,+1412-711-8037
1876,63,Male,Boots,Footwear,71,Tennessee,M,Brown,Winter,3.9,No,Debit Card,Next Day Air,No,No,6,Credit Card,Quarterly,Marlene,Rhodes,marlene.rhodes@gmail.com,+1155-339-1643
1877,54,Male,Skirt,Clothing,36,Illinois,M,Gray,Fall,2.6,No,Credit Card,Standard,No,No,20,Venmo,Quarterly,Penelope,Jordan,penelope.jordan@gmail.com,+1425-866-7462
1878,69,Male,Gloves,Accessories,62,Pennsylvania,L,Pink,Fall,3.6,No,Cash,Express,No,No,3,Credit Card,Annually,Marlon,Stanton,marlon.stanton@gmail.com,+1501-667-8335
1879,34,Male,Socks,Clothing,29,Oklahoma,L,Magenta,Summer,3.4,No,Credit Card,Store Pickup,No,No,5,Credit Card,Monthly,Rosemary,Thornton,rosemary.thornton@gmail.com,+1987-131-1188
1880,56,Male,T-shirt,Clothing,33,Tennessee,L,Charcoal,Spring,3.5,No,Debit Card,Express,No,No,46,Cash,Bi-Weekly,Ayanna,Lutz,ayanna.lutz@gmail.com,+1939-711-3734
1881,34,Male,Blouse,Clothing,33,New Jersey,L,Yellow,Fall,3.1,No,PayPal,2-Day Shipping,No,No,8,Debit Card,Monthly,Case,Hahn,case.hahn@gmail.com,+1530-690-6724
1882,58,Male,Blouse,Clothing,41,New Jersey,M,Red,Winter,4.3,No,Bank Transfer,Standard,No,No,13,Cash,Bi-Weekly,Asia,Rivers,asia.rivers@gmail.com,+1836-242-5345
1883,44,Male,Scarf,Accessories,54,Tennessee,L,Blue,Winter,5,No,Debit Card,Store Pickup,No,No,25,Bank Transfer,Quarterly,Alexa,Mercer,alexa.mercer@gmail.com,+1290-282-7760
1884,25,Male,Backpack,Accessories,58,Georgia,M,Cyan,Spring,4.9,No,PayPal,Store Pickup,No,No,39,Debit Card,Fortnightly,Jade,Sloan,jade.sloan@gmail.com,+1558-870-6567
1885,27,Male,Shorts,Clothing,30,Arizona,S,Pink,Summer,4.3,No,Bank Transfer,Next Day Air,No,No,15,Bank Transfer,Bi-Weekly,Araceli,Castillo,araceli.castillo@gmail.com,+1939-018-3247
1886,26,Male,Jewelry,Accessories,53,Nevada,S,Maroon,Winter,4.4,No,Credit Card,Standard,No,No,35,Cash,Monthly,Maximilian,Carney,maximilian.carney@gmail.com,+1127-746-4417
1887,18,Male,Gloves,Accessories,91,Arkansas,L,Beige,Spring,4.4,No,Cash,Next Day Air,No,No,46,Cash,Bi-Weekly,Ayanna,Bowman,ayanna.bowman@gmail.com,+1458-812-8938
1888,64,Male,Hoodie,Clothing,44,North Dakota,XL,Gold,Fall,3.5,No,Cash,Express,No,No,3,PayPal,Monthly,Lia,Blair,lia.blair@gmail.com,+1735-136-8695
1889,62,Male,Hoodie,Clothing,89,South Dakota,XL,Turquoise,Winter,3.4,No,Bank Transfer,Free Shipping,No,No,48,Credit Card,Weekly,Marcelo,Flowers,marcelo.flowers@gmail.com,+1787-623-2256
1890,59,Male,Skirt,Clothing,57,North Carolina,L,Peach,Spring,2.5,No,Debit Card,Next Day Air,No,No,27,Bank Transfer,Weekly,Antwan,Gay,antwan.gay@gmail.com,+1476-880-9050
1891,36,Male,Sunglasses,Accessories,57,Hawaii,M,Lavender,Spring,3.4,No,Debit Card,Store Pickup,No,No,5,Credit Card,Weekly,Jaydan,Hoffman,jaydan.hoffman@gmail.com,+1211-452-1196
1892,69,Male,Jewelry,Accessories,74,New Hampshire,M,Gray,Summer,2.6,No,Venmo,Next Day Air,No,No,48,Debit Card,Quarterly,Faith,Golden,faith.golden@gmail.com,+1769-936-6620
1893,39,Male,Jacket,Outerwear,30,California,M,Blue,Fall,4.6,No,Bank Transfer,2-Day Shipping,No,No,12,Venmo,Weekly,Kaylee,Harvey,kaylee.harvey@gmail.com,+1124-761-0351
1894,28,Male,Dress,Clothing,20,Delaware,L,Red,Summer,3.7,No,Venmo,Express,No,No,10,PayPal,Fortnightly,Kristen,Peters,kristen.peters@gmail.com,+1276-013-2743
1895,42,Male,Hoodie,Clothing,90,Arizona,M,Purple,Fall,2.5,No,Credit Card,Free Shipping,No,No,48,Debit Card,Bi-Weekly,Hadassah,Gallegos,hadassah.gallegos@gmail.com,+1796-749-4823
1896,31,Male,Jeans,Clothing,61,Washington,L,Indigo,Fall,4.5,No,Debit Card,Express,No,No,3,Debit Card,Monthly,Ariel,Cervantes,ariel.cervantes@gmail.com,+1540-690-7046
1897,57,Male,Sandals,Footwear,51,Nevada,M,Gold,Fall,2.9,No,Cash,Standard,No,No,19,Venmo,Monthly,Aubree,Villanueva,aubree.villanueva@gmail.com,+1138-044-1576
1898,53,Male,Sunglasses,Accessories,97,Alaska,L,Teal,Winter,2.9,No,Venmo,Free Shipping,No,No,11,Debit Card,Fortnightly,Aspen,Dixon,aspen.dixon@gmail.com,+1416-281-3392
1899,59,Male,Pants,Clothing,97,Texas,L,Magenta,Fall,3.5,No,PayPal,Next Day Air,No,No,25,Venmo,Monthly,Keenan,Jensen,keenan.jensen@gmail.com,+1494-895-5969
1900,32,Male,Shorts,Clothing,40,New York,L,Maroon,Winter,4.2,No,Venmo,Store Pickup,No,No,42,PayPal,Weekly,Malakai,Whitehead,malakai.whitehead@gmail.com,+1319-827-3011
1901,65,Male,Jewelry,Accessories,85,Iowa,S,Blue,Summer,3.3,No,Debit Card,Free Shipping,No,No,34,Cash,Quarterly,Parker,Cunningham,parker.cunningham@gmail.com,+1234-746-7856
1902,56,Male,Socks,Clothing,76,Arizona,S,Beige,Winter,3.9,No,Venmo,Store Pickup,No,No,50,Cash,Quarterly,Kadyn,Herring,kadyn.herring@gmail.com,+1345-029-9253
1903,31,Male,Sandals,Footwear,22,New Mexico,S,Olive,Spring,5,No,Bank Transfer,Store Pickup,No,No,21,Venmo,Monthly,Aubree,Anderson,aubree.anderson@gmail.com,+1256-418-5186
1904,59,Male,Pants,Clothing,63,North Carolina,M,Gold,Summer,3.3,No,Bank Transfer,Standard,No,No,37,Bank Transfer,Weekly,John,Forbes,john.forbes@gmail.com,+1350-366-1377
1905,22,Male,T-shirt,Clothing,71,Nevada,S,Silver,Spring,4.2,No,PayPal,Free Shipping,No,No,46,Cash,Monthly,Violet,Willis,violet.willis@gmail.com,+1479-863-0013
1906,47,Male,Boots,Footwear,35,Idaho,M,Teal,Summer,4.9,No,Debit Card,2-Day Shipping,No,No,14,Bank Transfer,Fortnightly,Jaime,Austin,jaime.austin@gmail.com,+1693-131-5239
1907,23,Male,Backpack,Accessories,30,Vermont,M,Green,Spring,4.6,No,Bank Transfer,2-Day Shipping,No,No,24,PayPal,Fortnightly,Natalee,Lane,natalee.lane@gmail.com,+1770-912-3017
1908,69,Male,Skirt,Clothing,74,New Mexico,L,Orange,Fall,4.8,No,Cash,Store Pickup,No,No,36,Credit Card,Every 3 Months,Iris,Preston,iris.preston@gmail.com,+1449-138-8497
1909,18,Male,Scarf,Accessories,71,Georgia,XL,Charcoal,Winter,2.7,No,Credit Card,Next Day Air,No,No,19,Debit Card,Bi-Weekly,Magdalena,Fischer,magdalena.fischer@gmail.com,+1505-007-4148
1910,50,Male,Sweater,Clothing,84,Kentucky,S,Black,Spring,4.3,No,PayPal,Store Pickup,No,No,12,Credit Card,Monthly,Walter,Dominguez,walter.dominguez@gmail.com,+1918-981-3444
1911,29,Male,Sandals,Footwear,38,New York,S,Yellow,Fall,3.8,No,Venmo,Express,No,No,13,Debit Card,Quarterly,Hallie,Macias,hallie.macias@gmail.com,+1102-584-6033
1912,65,Male,Jewelry,Accessories,81,Arizona,M,Gray,Spring,4.9,No,Credit Card,Express,No,No,32,Debit Card,Bi-Weekly,Ivan,Hull,ivan.hull@gmail.com,+1923-491-3290
1913,29,Male,Sweater,Clothing,56,Colorado,S,Charcoal,Winter,3.4,No,Cash,2-Day Shipping,No,No,5,Credit Card,Bi-Weekly,India,Kemp,india.kemp@gmail.com,+1128-596-9274
1914,49,Male,Skirt,Clothing,48,Kentucky,M,Peach,Winter,3.6,No,Venmo,Express,No,No,29,Cash,Annually,Alice,Dudley,alice.dudley@gmail.com,+1661-320-2925
1915,28,Male,Shorts,Clothing,97,Alaska,L,Green,Fall,3.4,No,Venmo,Standard,No,No,40,Credit Card,Fortnightly,Jesus,Hendricks,jesus.hendricks@gmail.com,+1560-856-0810
1916,51,Male,Backpack,Accessories,74,Alabama,M,Magenta,Fall,4.7,No,PayPal,2-Day Shipping,No,No,44,Cash,Weekly,Eli,Owens,eli.owens@gmail.com,+1715-173-7842
1917,26,Male,Hoodie,Clothing,50,Connecticut,S,Beige,Winter,3,No,PayPal,Next Day Air,No,No,3,Debit Card,Bi-Weekly,Emelia,Mcintyre,emelia.mcintyre@gmail.com,+1861-313-2346
1918,38,Male,Skirt,Clothing,71,Hawaii,L,Black,Winter,3.4,No,Venmo,Free Shipping,No,No,35,PayPal,Bi-Weekly,Jaden,Bates,jaden.bates@gmail.com,+1177-003-6050
1919,35,Male,Skirt,Clothing,33,Idaho,S,Purple,Summer,4.6,No,PayPal,Standard,No,No,33,Debit Card,Monthly,Nyla,Schwartz,nyla.schwartz@gmail.com,+1794-643-7235
1920,34,Male,Backpack,Accessories,56,Virginia,M,Olive,Summer,3.1,No,Credit Card,Express,No,No,20,PayPal,Bi-Weekly,Taryn,Black,taryn.black@gmail.com,+1189-513-9924
1921,51,Male,Blouse,Clothing,84,Connecticut,M,Purple,Spring,2.8,No,Bank Transfer,Standard,No,No,40,Cash,Every 3 Months,Karley,Novak,karley.novak@gmail.com,+1964-731-5556
1922,47,Male,Shirt,Clothing,36,Michigan,M,Green,Fall,3.5,No,Cash,Store Pickup,No,No,13,Venmo,Annually,Payten,Harvey,payten.harvey@gmail.com,+1909-903-3760
1923,18,Male,Gloves,Accessories,63,Kentucky,S,Peach,Summer,4.6,No,PayPal,Standard,No,No,9,PayPal,Monthly,Reagan,Atkinson,reagan.atkinson@gmail.com,+1171-924-7639
1924,64,Male,Sandals,Footwear,36,Nebraska,XL,Blue,Summer,4.3,No,PayPal,Standard,No,No,7,Cash,Annually,Rey,Werner,rey.werner@gmail.com,+1747-042-6909
1925,30,Male,Jacket,Outerwear,63,Michigan,M,Gray,Fall,4.8,No,Venmo,Free Shipping,No,No,42,PayPal,Quarterly,Kendall,Mcintyre,kendall.mcintyre@gmail.com,+1343-786-4972
1926,59,Male,Sneakers,Footwear,32,Utah,L,Black,Winter,2.9,No,Venmo,Express,No,No,44,Credit Card,Fortnightly,Anahi,Frye,anahi.frye@gmail.com,+1499-119-3404
1927,66,Male,Backpack,Accessories,93,New Mexico,M,Silver,Spring,3,No,Venmo,Express,No,No,6,PayPal,Annually,Dalia,Booth,dalia.booth@gmail.com,+1276-895-9863
1928,40,Male,Pants,Clothing,29,Florida,M,Pink,Summer,2.9,No,Debit Card,Standard,No,No,8,Cash,Every 3 Months,Charlee,Navarro,charlee.navarro@gmail.com,+1613-784-6084
1929,25,Male,Sunglasses,Accessories,92,Mississippi,S,Lavender,Summer,3.7,No,PayPal,Standard,No,No,10,PayPal,Weekly,Karter,Perry,karter.perry@gmail.com,+1867-895-2919
1930,59,Male,Jeans,Clothing,33,Hawaii,L,Brown,Fall,4.7,No,Debit Card,Standard,No,No,46,Venmo,Quarterly,Sariah,Little,sariah.little@gmail.com,+1970-927-7819
1931,66,Male,Pants,Clothing,52,North Carolina,L,Turquoise,Spring,3.5,No,Bank Transfer,Store Pickup,No,No,26,Cash,Weekly,Antoine,Murray,antoine.murray@gmail.com,+1178-141-6369
1932,54,Male,Jewelry,Accessories,42,Illinois,S,Olive,Spring,2.7,No,PayPal,Store Pickup,No,No,6,Debit Card,Every 3 Months,Summer,Huang,summer.huang@gmail.com,+1781-192-8390
1933,42,Male,Hoodie,Clothing,36,Maryland,M,White,Spring,5,No,Cash,Free Shipping,No,No,47,Credit Card,Every 3 Months,Jaylyn,Contreras,jaylyn.contreras@gmail.com,+1393-182-9343
1934,48,Male,Sandals,Footwear,67,Montana,L,Violet,Summer,4.1,No,Cash,Next Day Air,No,No,28,Venmo,Annually,Brenna,York,brenna.york@gmail.com,+1866-874-9833
1935,34,Male,Jacket,Outerwear,43,Michigan,L,Gold,Winter,2.7,No,Debit Card,Free Shipping,No,No,23,Bank Transfer,Annually,Braden,Wiggins,braden.wiggins@gmail.com,+1926-112-4685
1936,19,Male,Blouse,Clothing,68,North Carolina,XL,Violet,Spring,4.8,No,Debit Card,Free Shipping,No,No,45,Cash,Fortnightly,Nola,Bullock,nola.bullock@gmail.com,+1278-010-7364
1937,70,Male,Jewelry,Accessories,60,Minnesota,S,Teal,Summer,4.3,No,PayPal,2-Day Shipping,No,No,44,PayPal,Every 3 Months,Kaleigh,Keller,kaleigh.keller@gmail.com,+1486-517-3777
1938,43,Male,Socks,Clothing,53,Delaware,M,Olive,Summer,4.5,No,Venmo,2-Day Shipping,No,No,11,Bank Transfer,Monthly,Milagros,Jimenez,milagros.jimenez@gmail.com,+1633-765-1939
1939,46,Male,Jeans,Clothing,23,Kentucky,L,Blue,Spring,3.8,No,Bank Transfer,Standard,No,No,39,Debit Card,Bi-Weekly,Timothy,Goodwin,timothy.goodwin@gmail.com,+1312-665-4826
1940,66,Male,Gloves,Accessories,57,Ohio,L,Magenta,Winter,3.7,No,Bank Transfer,Store Pickup,No,No,20,PayPal,Every 3 Months,Reese,Kennedy,reese.kennedy@gmail.com,+1538-923-0539
1941,50,Male,Hat,Accessories,89,Alaska,L,Gray,Fall,3.9,No,Venmo,2-Day Shipping,No,No,48,PayPal,Fortnightly,Mariam,Doyle,mariam.doyle@gmail.com,+1759-154-8317
1942,55,Male,Shoes,Footwear,99,Vermont,XL,Peach,Winter,3.3,No,PayPal,Standard,No,No,46,Credit Card,Quarterly,Clinton,Brennan,clinton.brennan@gmail.com,+1329-974-3683
1943,63,Male,Pants,Clothing,28,Alabama,M,Cyan,Fall,3.4,No,Credit Card,Express,No,No,22,PayPal,Monthly,Maximilian,Moyer,maximilian.moyer@gmail.com,+1475-272-6519
1944,32,Male,Socks,Clothing,53,Wisconsin,L,Violet,Summer,3.8,No,Debit Card,Next Day Air,No,No,45,Cash,Annually,Salvador,Robinson,salvador.robinson@gmail.com,+1632-220-6553
1945,30,Male,Hoodie,Clothing,45,Arkansas,M,Gold,Winter,2.7,No,Debit Card,Free Shipping,No,No,49,Cash,Every 3 Months,Ahmed,Mcmahon,ahmed.mcmahon@gmail.com,+1552-631-3996
1946,35,Male,Hoodie,Clothing,38,Georgia,M,Gold,Winter,2.9,No,Debit Card,2-Day Shipping,No,No,9,Credit Card,Every 3 Months,Junior,York,junior.york@gmail.com,+1157-442-8551
1947,59,Male,Pants,Clothing,49,Louisiana,M,White,Summer,4.5,No,Bank Transfer,Standard,No,No,41,Credit Card,Quarterly,Marilyn,Wiley,marilyn.wiley@gmail.com,+1344-921-8673
1948,59,Male,Shirt,Clothing,32,New York,M,Gray,Summer,2.6,No,Debit Card,Store Pickup,No,No,2,PayPal,Monthly,Selena,Hebert,selena.hebert@gmail.com,+1845-840-9025
1949,54,Male,T-shirt,Clothing,37,Connecticut,L,Brown,Winter,3.1,No,Debit Card,Next Day Air,No,No,39,PayPal,Bi-Weekly,Selena,Adkins,selena.adkins@gmail.com,+1358-769-3516
1950,63,Male,Dress,Clothing,80,Nebraska,L,Gray,Winter,4.7,No,Venmo,Store Pickup,No,No,12,PayPal,Quarterly,Erica,Sloan,erica.sloan@gmail.com,+1448-889-2063
1951,43,Male,Backpack,Accessories,78,Arkansas,L,Blue,Summer,4.6,No,Cash,Free Shipping,No,No,26,PayPal,Every 3 Months,Payton,Nolan,payton.nolan@gmail.com,+1233-548-5704
1952,33,Male,Gloves,Accessories,53,Connecticut,L,Gold,Summer,2.7,No,Bank Transfer,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly,Leticia,Parks,leticia.parks@gmail.com,+1207-354-5680
1953,57,Male,Shoes,Footwear,82,Maryland,L,Yellow,Summer,4.6,No,PayPal,2-Day Shipping,No,No,50,Cash,Bi-Weekly,Carolyn,Sosa,carolyn.sosa@gmail.com,+1739-836-7330
1954,25,Male,Skirt,Clothing,33,Colorado,XL,Green,Spring,4.8,No,Cash,Standard,No,No,3,PayPal,Fortnightly,German,Higgins,german.higgins@gmail.com,+1808-040-6345
1955,26,Male,Gloves,Accessories,77,Colorado,M,Pink,Winter,4.2,No,Bank Transfer,Free Shipping,No,No,3,Venmo,Quarterly,Heath,Romero,heath.romero@gmail.com,+1782-733-2557
1956,50,Male,Hoodie,Clothing,56,Maine,M,Pink,Winter,4.9,No,Credit Card,Express,No,No,37,Cash,Monthly,Davion,Friedman,davion.friedman@gmail.com,+1765-367-0471
1957,70,Male,Socks,Clothing,37,Oklahoma,M,Pink,Winter,4.9,No,Cash,Express,No,No,20,Credit Card,Fortnightly,Danny,Thomas,danny.thomas@gmail.com,+1248-360-2200
1958,68,Male,Gloves,Accessories,54,South Carolina,M,Cyan,Spring,4.5,No,Venmo,Store Pickup,No,No,26,Cash,Bi-Weekly,Matthias,Dunlap,matthias.dunlap@gmail.com,+1821-959-7776
1959,39,Male,Shorts,Clothing,67,Nevada,M,Gray,Winter,2.7,No,Cash,Store Pickup,No,No,47,Cash,Quarterly,Sawyer,Little,sawyer.little@gmail.com,+1212-512-0479
1960,46,Male,Shoes,Footwear,90,Colorado,M,White,Fall,3.1,No,Credit Card,Store Pickup,No,No,7,Credit Card,Every 3 Months,Uriel,Brennan,uriel.brennan@gmail.com,+1220-513-8670
1961,57,Male,Jeans,Clothing,72,Massachusetts,L,Red,Summer,3.3,No,Bank Transfer,2-Day Shipping,No,No,40,Credit Card,Annually,Gretchen,Richards,gretchen.richards@gmail.com,+1950-520-6208
1962,47,Male,Boots,Footwear,59,Nevada,L,Black,Summer,2.6,No,Cash,Free Shipping,No,No,45,Debit Card,Quarterly,Madden,Roman,madden.roman@gmail.com,+1940-861-3414
1963,40,Male,Hat,Accessories,45,Iowa,M,Silver,Fall,4.4,No,Debit Card,Standard,No,No,20,PayPal,Fortnightly,Keshawn,Singh,keshawn.singh@gmail.com,+1662-603-9032
1964,52,Male,Shorts,Clothing,30,Michigan,L,Pink,Spring,3.9,No,Bank Transfer,Standard,No,No,11,Credit Card,Weekly,Barrett,Obrien,barrett.obrien@gmail.com,+1648-013-3901
1965,40,Male,Pants,Clothing,51,West Virginia,S,Cyan,Summer,4.6,No,PayPal,Express,No,No,50,Debit Card,Monthly,Gisselle,Villanueva,gisselle.villanueva@gmail.com,+1724-367-1101
1966,67,Male,Sweater,Clothing,90,Indiana,M,White,Fall,4.9,No,Venmo,Express,No,No,25,Debit Card,Quarterly,Demetrius,Mendez,demetrius.mendez@gmail.com,+1316-866-6179
1967,67,Male,Jacket,Outerwear,95,Indiana,XL,Purple,Winter,3.7,No,Venmo,Express,No,No,5,Credit Card,Fortnightly,Rhett,Holmes,rhett.holmes@gmail.com,+1184-019-9460
1968,37,Male,Dress,Clothing,81,Georgia,L,Yellow,Fall,3.7,No,Venmo,Standard,No,No,4,Venmo,Annually,Harold,David,harold.david@gmail.com,+1986-566-0478
1969,67,Male,Shirt,Clothing,70,Minnesota,S,Blue,Spring,4.2,No,Credit Card,Standard,No,No,25,Credit Card,Weekly,Terrell,Guerra,terrell.guerra@gmail.com,+1950-348-2878
